job_title,company,match_score,recommendation,salary_range,location,job_url
Data Engineer (L4) - Platform,Netflix,81.05,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303898898-data-engineer-l4-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Machine Learning Scientist (L4/L5) - Studio Media Algorithms,Netflix,81.02,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312200923-machine-learning-scientist-l4-l5-studio-media-algorithms-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer 7, Content Promotion & Distribution",Netflix,81.01,🚀 STRONG MATCH - Highly recommended,"$310,000 - $1,870,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311932723-software-engineer-7-content-promotion-distribution-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Analytics Engineer (L5) - Acquisition,Netflix,80.97,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302341802-analytics-engineer-l5-acquisition-usa-remote?domain=netflix.com&microsite=netflix.com
Machine Learning Scientist (L5) - Content Management and Distribution,NETFLIX,80.97,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304178495-machine-learning-scientist-l5-content-management-and-distribution-usa-remote?domain=netflix.com&microsite=netflix.com
Data Scientist (L5) - Customer Service,Netflix,80.95,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303280499-data-scientist-l5-customer-service-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Design Engineer,Netflix,80.94,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311857374-senior-design-engineer-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer (L5), Systems Optimization",Netflix,80.88,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790302382742-software-engineer-l5-systems-optimization-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Analytics Engineer (L5) - Ads,Netflix,80.86,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298253180-analytics-engineer-l5-ads-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer L4/L5 - Data and Feature Infrastructure, Machine Learning Platform",Netflix,80.78,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790300763299-software-engineer-l4-l5-data-and-feature-infrastructure-machine-learning-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Analytics Engineer (L5) - Promotional Media,Netflix,80.77,🚀 STRONG MATCH - Highly recommended,,"Amsterdam, Netherlands",https://explore.jobs.netflix.net/careers/job/790304845660-senior-analytics-engineer-l5-promotional-media-amsterdam-netherlands?domain=netflix.com&microsite=netflix.com
Internet Measurement and Geolocation Software Engineer (L5),Netflix,80.72,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303921517-internet-measurement-and-geolocation-software-engineer-l5--usa-remote?domain=netflix.com&microsite=netflix.com
Distributed System Engineer 5 - Membership Engineering,Netflix,80.69,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304178603-distributed-system-engineer-5-membership-engineering-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Distributed Systems Engineer, Membership Engineering (L4)",Netflix,80.66,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790302341342-distributed-systems-engineer-membership-engineering-l4--los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Data - Personalization",NETFLIX,80.64,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303046697-engineering-manager-data-personalization-usa-remote?domain=netflix.com&microsite=netflix.com
Machine Learning Engineer (L5) - Studio Media Algorithms,Netflix,80.63,🚀 STRONG MATCH - Highly recommended,"$150,000 - $750,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302912776-machine-learning-engineer-l5-studio-media-algorithms-usa-remote?domain=netflix.com&microsite=netflix.com
Data Scientist (L5) - Cloud Games Quality of Experience,Netflix,80.62,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790301685346-data-scientist-l5-cloud-games-quality-of-experience-usa-remote?domain=netflix.com&microsite=netflix.com
Data Scientist L5 - Mobile Search,Netflix,80.61,🚀 STRONG MATCH - Highly recommended,$170 - $720K,USA - Remote,https://explore.jobs.netflix.net/careers/job/790304901333-data-scientist-l5-mobile-search-usa-remote?domain=netflix.com&microsite=netflix.com
Site Reliability Engineer 5,Netflix,80.6,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","California - Remote, United States of America",https://explore.jobs.netflix.net/careers/job/790301254177-site-reliability-engineer-5-california-remote-united-states-of-america?domain=netflix.com&microsite=netflix.com
Data Scientist (L5) - Ads Consumer,Netflix,80.59,🚀 STRONG MATCH - Highly recommended,"$150,000 - $750,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304020116-data-scientist-l5-ads-consumer-usa-remote?domain=netflix.com&microsite=netflix.com
Systems Development Engineer 4 - Creative Compute and Storage,Netflix,80.58,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311906390-systems-development-engineer-4-creative-compute-and-storage-usa-remote?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L4) - Traffic & Managed Fleet,Netflix,80.56,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304686430-distributed-systems-engineer-l4-traffic-managed-fleet-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer - Data (L5) - Consumer Data Systems,Netflix,80.55,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311802909-software-engineer-data-l5-consumer-data-systems-usa-remote?domain=netflix.com&microsite=netflix.com
Data Engineer (L5) - Ads,Netflix,80.52,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790298210146-data-engineer-l5-ads-usa-remote?domain=netflix.com&microsite=netflix.com
Data Engineer L4/L5 - System Insights & Productivity Metrics,Netflix,80.46,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790311998431-data-engineer-l4-l5-system-insights-productivity-metrics-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Software Engineer L5, Offline Inference, Machine Learning Platform",Netflix,80.45,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303921605-software-engineer-l5-offline-inference-machine-learning-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer 5, Data Clean Room",Netflix,80.39,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","California - Remote, United States of America; Seattle, Washington, United States of America",https://explore.jobs.netflix.net/careers/job/790301800170-software-engineer-5-data-clean-room-california-remote-united-states-of-america?domain=netflix.com&microsite=netflix.com
Research Scientist (L6) - LLM-Driven Product Understanding,Netflix,80.39,🚀 STRONG MATCH - Highly recommended,"$400,000 - $960,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304113715-research-scientist-l6-llm-driven-product-understanding-usa-remote?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L4) - Data Platform,Netflix,80.37,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790298021069-distributed-systems-engineer-l4-data-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer - Procedural Geometry & Simulation,Netflix,80.35,🚀 STRONG MATCH - Highly recommended,,"Sydney, Australia",https://explore.jobs.netflix.net/careers/job/790301357465-software-engineer-procedural-geometry-simulation-sydney-australia?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L5) - Data Platform,Netflix,80.31,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790298020581-distributed-systems-engineer-l5-data-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer L5 - Cloud Games Infrastructure,Netflix,80.3,🚀 STRONG MATCH - Highly recommended,"$300,000 - $600,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303165077-software-engineer-l5-cloud-games-infrastructure-usa-remote?domain=netflix.com&microsite=netflix.com
CDN Site Reliability Engineer (SRE) L5,Netflix,80.28,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790300040260-cdn-site-reliability-engineer-sre-l5-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer L4/L5, Model Serving Systems, Machine Learning Platform",Netflix,80.25,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000K",USA - Remote,https://explore.jobs.netflix.net/careers/job/790300350307-software-engineer-l4-l5-model-serving-systems-machine-learning-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Analytics Engineer (L6) - Ads DSE, Live Events",Netflix,80.23,🚀 STRONG MATCH - Highly recommended,"$400,000 - $960,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304413360-analytics-engineer-l6-ads-dse-live-events-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer L5, Build and Release Tools, Machine Learning Platform",Netflix,80.2,🚀 STRONG MATCH - Highly recommended,"$100,000 - $558,000K",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302031246-software-engineer-l5-build-and-release-tools-machine-learning-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Full Stack Engineer (L4), Computer Graphics Platform & Pipelines",Netflix,80.19,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304744845-full-stack-engineer-l4-computer-graphics-platform-pipelines-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L4) - Cloud Engineering,Netflix,80.16,🚀 STRONG MATCH - Highly recommended,$170K - $720K,USA - Remote,https://explore.jobs.netflix.net/careers/job/790298020849-distributed-systems-engineer-l4-cloud-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
Manager of Games Central Studio DSE,Netflix,80.12,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312266328-manager-of-games-central-studio-dse-usa-remote?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L6) - Managed Compute,Netflix,80.07,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303191942-distributed-systems-engineer-l6-managed-compute-usa-remote?domain=netflix.com&microsite=netflix.com
"Physical Production Planner, Technology",Netflix,80.05,🚀 STRONG MATCH - Highly recommended,"$100,000 - $170,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311800421-physical-production-planner-technology-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer - Rendering,Netflix Animation Studios,80.02,🚀 STRONG MATCH - Highly recommended,"$120,000 - $180,000","Vancouver, Canada",https://explore.jobs.netflix.net/careers/job/790301319363-software-engineer-rendering-vancouver-canada?domain=netflix.com&microsite=netflix.com
Director - Member Data Engineering & Products,Netflix,80.02,🚀 STRONG MATCH - Highly recommended,"$610,000 - $1,870,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303896936-director-member-data-engineering-products-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Software Engineer (L5) - LLM Data Foundations,Netflix,79.94,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304774432-senior-software-engineer-l5-llm-data-foundations-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer L4 Training Platform, Machine Learning Platform",Netflix,79.83,🚀 STRONG MATCH - Highly recommended,"$100,000 - $464,000","USA - Remote, California, United States of America",https://explore.jobs.netflix.net/careers/job/790300762468-software-engineer-l4-training-platform-machine-learning-platform-usa-remote-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Engineering Manager - Data Movement Engines,Netflix,79.83,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790302419938-engineering-manager-data-movement-engines-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"ML Director, Supply and Decisioning - Ads DSE",Netflix,79.8,🚀 STRONG MATCH - Highly recommended,"$610,000 - $1,870,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304267476-ml-director-supply-and-decisioning-ads-dse-usa-remote?domain=netflix.com&microsite=netflix.com
"UI Engineer L4/L5, ML UI Tooling, Machine Learning Platform",Netflix,79.79,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304083202-ui-engineer-l4-l5-ml-ui-tooling-machine-learning-platform-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Manager, Machine Learning - Media Planning, DSE",Netflix,79.78,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304116722-manager-machine-learning-media-planning-dse-usa-remote?domain=netflix.com&microsite=netflix.com
"Security Software Engineer (L5), Workforce Security",Netflix,79.68,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311936654-security-software-engineer-l5-workforce-security-usa-remote?domain=netflix.com&microsite=netflix.com
"Product Manager, Machine Learning Platform, Data Tools",Netflix,79.61,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303507344-product-manager-machine-learning-platform-data-tools-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer L7 - Enterprise Solutions,Netflix,79.61,🚀 STRONG MATCH - Highly recommended,$240K - $1M,USA - Remote,https://explore.jobs.netflix.net/careers/job/790311994058-software-engineer-l7-enterprise-solutions-usa-remote?domain=netflix.com&microsite=netflix.com
Data Engineering Manager - Ads,Netflix,79.52,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303896899-data-engineering-manager-ads-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer L4 - Experimentation Platform,Netflix,79.52,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304839021-software-engineer-l4-experimentation-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Security Engineer L5, Incident Response Team",Netflix,79.48,🚀 STRONG MATCH - Highly recommended,,Poland - Remote,https://explore.jobs.netflix.net/careers/job/790301007304-security-engineer-l5-incident-response-team-poland-remote?domain=netflix.com&microsite=netflix.com
Full Stack Engineer (L5) - Consumer Data Systems,Netflix,79.46,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304117811-full-stack-engineer-l5-consumer-data-systems-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineer L5, ML UI Tooling, Machine Learning Platform",Netflix,79.44,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304083143-software-engineer-l5-ml-ui-tooling-machine-learning-platform-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Distributed Systems Engineer (L4), Content & Business Products",Netflix,79.4,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298117912-distributed-systems-engineer-l4-content-business-products-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Research Scientist (L4) - Machine Learning and Inference Research, LLM Post-Training",Netflix,79.39,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311856514-research-scientist-l4-machine-learning-and-inference-research-llm-post-training-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Security Software Engineer (L5) - CSI,Netflix,79.38,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303395724-security-software-engineer-l5-csi-usa-remote?domain=netflix.com&microsite=netflix.com
"Frontend Engineer (L4), Revenue & Growth Tools Team",Netflix,79.37,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311874592-frontend-engineer-l4-revenue-growth-tools-team-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer L5 - GenAI Platform,Netflix,79.37,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312256648-software-engineer-l5-genai-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Sales Solutions Lead (Technical Integrations),Netflix,79.36,🚀 STRONG MATCH - Highly recommended,$350k - $525k,"New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790304931517-senior-sales-solutions-lead-technical-integrations--new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
Data Engineering Manager - Security,Netflix,79.35,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303897932-data-engineering-manager-security-usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Manager, Content Data Engineering",Netflix,79.32,🚀 STRONG MATCH - Highly recommended,"$480,000 - $1,200,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304244225-senior-manager-content-data-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
"Technical Program Manager, Data Platform (L6) - Analytics Platform and Experience",Netflix,79.3,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312030940-technical-program-manager-data-platform-l6-analytics-platform-and-experience-usa-remote?domain=netflix.com&microsite=netflix.com
"Data Science Manager, Subscription Revenue",NETFLIX,79.23,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304550421-data-science-manager-subscription-revenue-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Hardware Lab Engineer (L4) - Open Connect,Netflix,79.18,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304258193-hardware-lab-engineer-l4-open-connect-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineer L5, Developer Productivity",Netflix,79.17,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303308213-software-engineer-l5-developer-productivity-usa-remote?domain=netflix.com&microsite=netflix.com
Technical Program Manager (L6) - Developer Portal,NETFLIX,79.16,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303398355-technical-program-manager-l6-developer-portal-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer L4/L5, LLM Evaluation & Infrastructure, Machine Learning Platform",Netflix,79.09,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312128382-software-engineer-l4-l5-llm-evaluation-infrastructure-machine-learning-platform-usa-remote?domain=netflix.com&microsite=netflix.com
Distributed Systems Engineer (L5) - Service Networking,Netflix,79.09,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000K",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312128952-distributed-systems-engineer-l5-service-networking-usa-remote?domain=netflix.com&microsite=netflix.com
Pre-Production Technical Director,Netflix Animation Studios,79.09,🚀 STRONG MATCH - Highly recommended,"$105,000 - $185,000 CAD","Vancouver, Canada",https://explore.jobs.netflix.net/careers/job/790301728220-pre-production-technical-director-vancouver-canada?domain=netflix.com&microsite=netflix.com
Manager of Games Portfolio - DSE,Netflix,79.07,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312244683-manager-of-games-portfolio-dse-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer (L5) - Member, Commerce & Games Engineering",Netflix,79.05,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790298021186-software-engineer-l5-member-commerce-games-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
